ENTDATESERVICETYPE,ENTDATEDAYOFWEEK,ENTSTATION,EXTSTATION,ENTPERIOD,ENTQUARTHOUR,AVG_TRIPS,congestion_level,old_cost,new_cost
Weekday,Thu,U Street/African-Amer Civil War Memorial/Cardozo,Foggy Bottom-GWU,Evening,8:30 PM to 8:45 PM,2,1.0,2.25,2.025
Weekday,Thu,Federal Center SW,McPherson Square,Midday,1:15 PM to 1:30 PM,2,1.0,2.25,2.025
Sunday,Sun,Brookland-CUA,Pentagon,AM Peak,8:00 AM to 8:15 AM,1,1.0,3.25,2.925
Weekday,Fri,King St-Old Town,Farragut North,AM Peak,6:30 AM to 6:45 AM,1,1.0,3.9,3.51
Weekday,Wed,Shady Grove,Federal Center SW,Midday,10:15 AM to 10:30 AM,3,1.0,6.0,5.4
Weekday,Mon,Metro Center,Tenleytown-AU,Evening,7:00 PM to 7:15 PM,18,2.0,2.8,2.2399999999999998
Weekday,Mon,Greenbelt,Gallery Pl-Chinatown,AM Peak,9:00 AM to 9:15 AM,19,2.0,4.7,3.7600000000000002
Sunday,Sun,Georgia Ave-Petworth,Congress Heights,Evening,7:00 PM to 7:15 PM,2,1.0,3.6,3.24
Weekday,Fri,Southern Avenue,Stadium-Armory,AM Peak,7:15 AM to 7:30 AM,2,1.0,3.05,2.7449999999999997
Sunday,Sun,Foggy Bottom-GWU,Naylor Road,Evening,10:30 PM to 10:45 PM,2,1.0,3.65,3.285
Weekday,Tue,Shaw-Howard U,Benning Road,PM Peak,4:00 PM to 4:15 PM,1,1.0,3.25,2.925
Weekday,Tue,Shaw-Howard U,Shaw-Howard U,PM Peak,5:15 PM to 5:30 PM,1,1.0,,
Weekday,Wed,Twinbrook,Union Station,Midday,11:15 AM to 11:30 AM,3,1.0,5.45,4.905
Weekday,Mon,Rockville,Silver Spring,PM Peak,3:00 PM to 3:15 PM,1,1.0,6.0,5.4
Weekday,Mon,Judiciary Square,Brookland-CUA,Evening,7:30 PM to 7:45 PM,3,1.0,2.25,2.025
Weekday,Mon,Benning Road,Foggy Bottom-GWU,AM Peak,7:45 AM to 8:00 AM,7,1.0,3.5,3.15
Weekday,Mon,Silver Spring,NoMa-Gallaudet U,PM Peak,4:15 PM to 4:30 PM,3,1.0,3.35,3.015
Weekday,Mon,Potomac Ave,Union Station,Midday,10:15 AM to 10:30 AM,1,1.0,2.25,2.025
Sunday,Sun,Brookland-CUA,Columbia Heights,Evening,7:45 PM to 8:00 PM,3,1.0,2.25,2.025
Weekday,Tue,Suitland,Southern Avenue,Midday,2:45 PM to 3:00 PM,2,1.0,2.25,2.025
Weekday,Tue,Southern Avenue,Waterfront,Evening,8:45 PM to 9:00 PM,2,1.0,2.5,2.25
Weekday,Tue,Rhode Island Ave-Brentwood,Smithsonian,AM Peak,6:30 AM to 6:45 AM,2,1.0,2.35,2.115
Weekday,Tue,Shady Grove,Grosvenor-Strathmore,AM Peak,7:45 AM to 8:00 AM,3,1.0,3.55,3.195
Weekday,Tue,Bethesda,Brookland-CUA,PM Peak,4:15 PM to 4:30 PM,2,1.0,4.05,3.6449999999999996
Weekday,Tue,Pentagon City,Van Ness-UDC,AM Peak,6:45 AM to 7:00 AM,2,1.0,3.45,3.105
Weekday,Tue,Rosslyn,Franconia-Springfield,Evening,9:00 PM to 9:15 PM,3,1.0,5.2,4.68
Weekday,Tue,Wiehle-Reston East,L'Enfant Plaza,AM Peak,4:45 AM to 5:00 AM,13,2.0,6.0,4.8
Weekday,Tue,Rhode Island Ave-Brentwood,Branch Ave,PM Peak,5:00 PM to 5:15 PM,1,1.0,4.5,4.05
Weekday,Fri,Navy Yard-Ballpark,Columbia Heights,Midday,10:15 AM to 10:30 AM,2,1.0,2.65,2.385
Weekday,Fri,Georgia Ave-Petworth,Greenbelt,Midday,12:00 PM to 12:15 PM,2,1.0,3.95,3.555
Weekday,Thu,NoMa-Gallaudet U,Takoma,PM Peak,5:45 PM to 6:00 PM,9,1.0,2.9,2.61
Weekday,Tue,Franconia-Springfield,Ballston-MU,AM Peak,7:30 AM to 7:45 AM,6,1.0,5.3,4.77
Weekday,Tue,Greensboro,Crystal City,AM Peak,8:00 AM to 8:15 AM,4,1.0,5.2,4.68
Saturday,Sat,Friendship Heights,McLean,PM Peak,6:15 PM to 6:30 PM,1,1.0,5.15,4.635000000000001
Sunday,Sun,Ballston-MU,Tysons Corner,AM Peak,8:15 AM to 8:30 AM,1,1.0,3.55,3.195
Weekday,Tue,Gallery Pl-Chinatown,Branch Ave,PM Peak,6:45 PM to 7:00 PM,10,2.0,4.1,3.28
Weekday,Wed,Greenbelt,Fort Totten,AM Peak,5:45 AM to 6:00 AM,2,1.0,3.55,3.195
Weekday,Wed,Navy Yard-Ballpark,Congress Heights,Evening,7:30 PM to 7:45 PM,2,1.0,2.25,2.025
Weekday,Wed,NoMa-Gallaudet U,Glenmont,Evening,7:45 PM to 8:00 PM,2,1.0,4.75,4.275
Weekday,Wed,Mt Vernon Sq 7th St-Convention Center,Pentagon,PM Peak,5:30 PM to 5:45 PM,8,1.0,2.4,2.16
Weekday,Wed,McPherson Square,Glenmont,Midday,12:00 PM to 12:15 PM,1,1.0,5.1,4.59
Sunday,Sun,Archives-Navy Memorial-Penn Quarter,Dupont Circle,PM Peak,5:45 PM to 6:00 PM,3,1.0,2.25,2.025
Weekday,Fri,Dupont Circle,Braddock Road,Evening,10:00 PM to 10:15 PM,2,1.0,3.85,3.465
Weekday,Wed,U Street/African-Amer Civil War Memorial/Cardozo,Fort Totten,Midday,2:30 PM to 2:45 PM,2,1.0,2.25,2.025
Weekday,Wed,Huntington,New Carrollton,PM Peak,6:15 PM to 6:30 PM,1,1.0,6.0,5.4
Saturday Holiday,Mon,Tenleytown-AU,Union Station,Midday,2:45 PM to 3:00 PM,3,1.0,3.15,2.835
Weekday,Tue,Rhode Island Ave-Brentwood,Metro Center,Evening,9:00 PM to 9:15 PM,1,1.0,2.25,2.025
Weekday,Tue,Shady Grove,Woodley Park-Zoo/Adams Morgan,AM Peak,8:30 AM to 8:45 AM,3,1.0,5.85,5.265
Weekday,Fri,Takoma,Navy Yard-Ballpark,Midday,9:30 AM to 9:45 AM,1,1.0,3.8,3.42
Weekday,Fri,Franconia-Springfield,Ronald Reagan Washington National Airport,Evening,7:30 PM to 7:45 PM,1,1.0,4.4,3.9600000000000004
Weekday,Fri,Glenmont,Judiciary Square,AM Peak,7:45 AM to 8:00 AM,25,3.0,5.05,3.535
Saturday,Sat,Spring Hill,Branch Ave,AM Peak,8:00 AM to 8:15 AM,1,1.0,6.0,5.4
Weekday,Thu,Pentagon City,Dupont Circle,Midday,1:30 PM to 1:45 PM,2,1.0,2.7,2.43
Weekday,Fri,Eastern Market,Cleveland Park,Midday,10:15 AM to 10:30 AM,4,1.0,3.0,2.7
Saturday,Sat,Foggy Bottom-GWU,Largo Town Center,PM Peak,5:15 PM to 5:30 PM,3,1.0,5.0,4.5
Weekday,Tue,White Flint,Judiciary Square,AM Peak,5:30 AM to 5:45 AM,1,1.0,5.05,4.545
Weekday,Thu,Van Ness-UDC,Waterfront,PM Peak,5:30 PM to 5:45 PM,2,1.0,3.05,2.7449999999999997
Weekday,Thu,Capitol Heights,Columbia Heights,Midday,11:15 AM to 11:30 AM,1,1.0,3.95,3.555
Weekday,Fri,Greenbelt,Southern Avenue,Midday,2:45 PM to 3:00 PM,2,1.0,5.9,5.3100000000000005
Weekday,Thu,Rosslyn,Cleveland Park,Midday,1:15 PM to 1:30 PM,1,1.0,2.7,2.43
Weekday,Mon,Archives-Navy Memorial-Penn Quarter,Congress Heights,PM Peak,6:15 PM to 6:30 PM,3,1.0,2.6,2.34
Weekday,Mon,McPherson Square,Smithsonian,Midday,12:45 PM to 1:00 PM,4,1.0,2.25,2.025
Weekday,Thu,Deanwood,Southern Avenue,AM Peak,7:00 AM to 7:15 AM,1,1.0,3.8,3.42
Weekday,Wed,Shaw-Howard U,Waterfront,Evening,8:30 PM to 8:45 PM,2,1.0,2.25,2.025
Saturday Holiday,Mon,Navy Yard-Ballpark,Waterfront,Evening,11:00 PM to 11:15 PM,1,1.0,2.25,2.025
Saturday Holiday,Mon,Benning Road,Van Ness-UDC,AM Peak,6:00 AM to 6:15 AM,1,1.0,4.1,3.6899999999999995
Weekday,Wed,U Street/African-Amer Civil War Memorial/Cardozo,Archives-Navy Memorial-Penn Quarter,AM Peak,8:15 AM to 8:30 AM,22,3.0,2.25,1.5750000000000002
Weekday,Wed,Judiciary Square,Farragut North,PM Peak,3:30 PM to 3:45 PM,8,1.0,2.25,2.025
Weekday,Wed,Farragut North,Takoma,PM Peak,3:45 PM to 4:00 PM,9,1.0,3.4,3.06
Weekday,Wed,L'Enfant Plaza,Rosslyn,PM Peak,3:00 PM to 3:15 PM,4,1.0,2.35,2.115
Weekday,Wed,Minnesota Ave,Silver Spring,AM Peak,6:45 AM to 7:00 AM,1,1.0,4.65,4.1850000000000005
Weekday,Fri,L'Enfant Plaza,Gallery Pl-Chinatown,Evening,8:15 PM to 8:30 PM,4,1.0,2.25,2.025
Saturday Holiday,Mon,Anacostia,Gallery Pl-Chinatown,PM Peak,6:30 PM to 6:45 PM,1,1.0,2.3,2.07
Weekday,Wed,L'Enfant Plaza,Greenbelt,PM Peak,5:30 PM to 5:45 PM,37,3.0,4.95,3.465
Weekday,Fri,Southern Avenue,Minnesota Ave,Midday,1:00 PM to 1:15 PM,1,1.0,3.55,3.195
Saturday,Sat,Stadium-Armory,Ballston-MU,Evening,9:15 PM to 9:30 PM,1,1.0,3.9,3.51
Weekday,Wed,Capitol Heights,Metro Center,PM Peak,3:15 PM to 3:30 PM,1,1.0,3.55,3.195
Weekday,Wed,Navy Yard-Ballpark,NoMa-Gallaudet U,AM Peak,6:15 AM to 6:30 AM,1,1.0,2.25,2.025
Weekday,Fri,College Park-U of Md,Tysons Corner,PM Peak,5:00 PM to 5:15 PM,1,1.0,6.0,5.4
Weekday,Fri,Morgan Boulevard,Court House,AM Peak,7:00 AM to 7:15 AM,1,1.0,5.25,4.725
Weekday,Thu,U Street/African-Amer Civil War Memorial/Cardozo,College Park-U of Md,AM Peak,9:00 AM to 9:15 AM,3,1.0,3.7,3.33
Weekday,Wed,Twinbrook,Navy Yard-Ballpark,AM Peak,7:30 AM to 7:45 AM,1,1.0,5.85,5.265
Sunday,Sun,Deanwood,Shaw-Howard U,Midday,1:15 PM to 1:30 PM,1,1.0,3.3,2.9699999999999998
Weekday,Tue,L'Enfant Plaza,McLean,PM Peak,5:30 PM to 5:45 PM,2,1.0,5.0,4.5
Weekday,Tue,L'Enfant Plaza,Federal Triangle,AM Peak,6:15 AM to 6:30 AM,14,2.0,2.25,1.8
Weekday,Fri,Georgia Ave-Petworth,Greenbelt,AM Peak,7:00 AM to 7:15 AM,1,1.0,3.95,3.555
Weekday,Mon,Eastern Market,Van Dorn Street,PM Peak,5:30 PM to 5:45 PM,1,1.0,4.75,4.275
Weekday,Mon,Union Station,Eisenhower Avenue,PM Peak,6:00 PM to 6:15 PM,3,1.0,4.1,3.6899999999999995
Weekday,Mon,Union Station,Tysons Corner,PM Peak,3:00 PM to 3:15 PM,2,1.0,5.25,4.725
Weekday,Tue,Union Station,Judiciary Square,Midday,2:00 PM to 2:15 PM,6,1.0,2.25,2.025
Sunday,Sun,Franconia-Springfield,Mt Vernon Sq 7th St-Convention Center,Midday,10:30 AM to 10:45 AM,4,1.0,5.7,5.13
Weekday,Tue,Greensboro,Congress Heights,PM Peak,4:30 PM to 4:45 PM,1,1.0,6.0,5.4
Weekday,Tue,Waterfront,Farragut West,PM Peak,3:45 PM to 4:00 PM,1,1.0,2.25,2.025
Weekday,Tue,Benning Road,Foggy Bottom-GWU,Midday,1:30 PM to 1:45 PM,3,1.0,3.5,3.15
Weekday,Tue,Suitland,New Carrollton,AM Peak,5:45 AM to 6:00 AM,1,1.0,5.2,4.68
Weekday,Fri,Waterfront,Prince George's Plaza,PM Peak,4:15 PM to 4:30 PM,1,1.0,3.9,3.51
Weekday,Tue,Navy Yard-Ballpark,McPherson Square,PM Peak,3:15 PM to 3:30 PM,1,1.0,2.25,2.025
Weekday,Fri,Wheaton,Foggy Bottom-GWU,AM Peak,7:45 AM to 8:00 AM,4,1.0,4.75,4.275
Weekday,Fri,Pentagon,Capitol Heights,AM Peak,7:30 AM to 7:45 AM,1,1.0,3.95,3.555
Sunday,Sun,Ronald Reagan Washington National Airport,Twinbrook,PM Peak,3:15 PM to 3:30 PM,2,1.0,6.0,5.4
Weekday,Fri,Archives-Navy Memorial-Penn Quarter,Pentagon,Evening,10:30 PM to 10:45 PM,2,1.0,2.25,2.025
Weekday,Wed,Van Dorn Street,Landover,PM Peak,4:00 PM to 4:15 PM,1,1.0,6.0,5.4
Weekday,Thu,Georgia Ave-Petworth,Addison Road-Seat Pleasant,PM Peak,3:00 PM to 3:15 PM,1,1.0,4.35,3.9149999999999996
Weekday,Tue,Pentagon City,East Falls Church,Evening,7:15 PM to 7:30 PM,1,1.0,3.45,3.105
Weekday,Wed,U Street/African-Amer Civil War Memorial/Cardozo,Gallery Pl-Chinatown,Midday,2:45 PM to 3:00 PM,4,1.0,2.25,2.025
Weekday,Fri,Fort Totten,L'Enfant Plaza,AM Peak,7:30 AM to 7:45 AM,14,2.0,3.0,2.4
Weekday,Wed,Friendship Heights,Tenleytown-AU,AM Peak,7:00 AM to 7:15 AM,2,1.0,2.25,2.025
Weekday,Tue,Ballston-MU,NoMa-Gallaudet U,AM Peak,8:30 AM to 8:45 AM,4,1.0,3.45,3.105
Weekday,Tue,Crystal City,Federal Triangle,Evening,7:00 PM to 7:15 PM,1,1.0,2.45,2.205
Weekday,Tue,Friendship Heights,Naylor Road,PM Peak,6:30 PM to 6:45 PM,1,1.0,4.85,4.364999999999999
Weekday,Thu,Gallery Pl-Chinatown,Navy Yard-Ballpark,AM Peak,7:30 AM to 7:45 AM,6,1.0,2.25,2.025
Weekday,Thu,Fort Totten,U Street/African-Amer Civil War Memorial/Cardozo,PM Peak,4:45 PM to 5:00 PM,5,1.0,2.25,2.025
Weekday,Wed,Medical Center,Huntington,PM Peak,5:45 PM to 6:00 PM,1,1.0,6.0,5.4
Weekday,Wed,Mt Vernon Sq 7th St-Convention Center,Crystal City,AM Peak,5:15 AM to 5:30 AM,1,1.0,2.7,2.43
Weekday,Thu,Silver Spring,Twinbrook,PM Peak,5:00 PM to 5:15 PM,1,1.0,5.6,5.04
Weekday,Tue,Naylor Road,West Falls Church-VT/UVA,AM Peak,8:00 AM to 8:15 AM,1,1.0,5.85,5.265
Weekday,Fri,Eastern Market,Gallery Pl-Chinatown,Midday,10:45 AM to 11:00 AM,3,1.0,2.25,2.025
Weekday,Fri,Eastern Market,Farragut West,PM Peak,6:15 PM to 6:30 PM,3,1.0,2.25,2.025
Weekday,Tue,Shady Grove,Vienna/Fairfax-GMU,PM Peak,5:30 PM to 5:45 PM,2,1.0,6.0,5.4
Weekday,Thu,Vienna/Fairfax-GMU,Ballston-MU,Evening,8:30 PM to 8:45 PM,1,1.0,4.1,3.6899999999999995
Weekday,Mon,Addison Road-Seat Pleasant,Tenleytown-AU,Midday,2:45 PM to 3:00 PM,1,1.0,5.05,4.545
Weekday,Tue,Union Station,Judiciary Square,PM Peak,5:30 PM to 5:45 PM,3,1.0,2.25,2.025
Saturday,Sat,Federal Triangle,Virginia Square-GMU,Evening,10:15 PM to 10:30 PM,1,1.0,2.75,2.475
Saturday,Sat,Huntington,Shaw-Howard U,Midday,10:15 AM to 10:30 AM,2,1.0,4.35,3.9149999999999996
Weekday,Fri,Gallery Pl-Chinatown,West Falls Church-VT/UVA,PM Peak,6:30 PM to 6:45 PM,2,1.0,4.25,3.825
Sunday,Sun,Archives-Navy Memorial-Penn Quarter,Silver Spring,PM Peak,6:15 PM to 6:30 PM,1,1.0,3.75,3.375
Weekday,Thu,Metro Center,Potomac Ave,Midday,2:00 PM to 2:15 PM,2,1.0,2.25,2.025
Weekday,Thu,New Carrollton,Dunn Loring-Merrifield,Evening,8:30 PM to 8:45 PM,1,1.0,6.0,5.4
Saturday,Sat,Branch Ave,Addison Road-Seat Pleasant,AM Peak,9:15 AM to 9:30 AM,1,1.0,4.6,4.14
Weekday,Fri,Georgia Ave-Petworth,Anacostia,PM Peak,6:00 PM to 6:15 PM,6,1.0,3.25,2.925
Weekday,Mon,NoMa-Gallaudet U,Foggy Bottom-GWU,Midday,1:00 PM to 1:15 PM,3,1.0,2.25,2.025
Saturday,Sat,Eastern Market,Court House,AM Peak,7:45 AM to 8:00 AM,1,1.0,3.1,2.79
Weekday,Thu,King St-Old Town,Benning Road,Evening,8:30 PM to 8:45 PM,1,1.0,4.65,4.1850000000000005
Weekday,Thu,Metro Center,Forest Glen,PM Peak,3:00 PM to 3:15 PM,3,1.0,4.15,3.7350000000000003
Weekday,Tue,U Street/African-Amer Civil War Memorial/Cardozo,Suitland,PM Peak,4:30 PM to 4:45 PM,6,1.0,4.0,3.6
Weekday,Mon,King St-Old Town,Vienna/Fairfax-GMU,Evening,8:15 PM to 8:30 PM,1,1.0,6.0,5.4
Weekday,Tue,Union Station,Columbia Heights,PM Peak,4:00 PM to 4:15 PM,14,2.0,2.25,1.8
Weekday,Tue,Naylor Road,NoMa-Gallaudet U,Midday,2:45 PM to 3:00 PM,3,1.0,3.45,3.105
Weekday,Tue,Dupont Circle,Gallery Pl-Chinatown,Evening,9:15 PM to 9:30 PM,6,1.0,2.25,2.025
Weekday,Thu,Greenbelt,Silver Spring,Midday,12:30 PM to 12:45 PM,2,1.0,4.05,3.6449999999999996
Saturday,Sat,Pentagon City,Southern Avenue,Evening,9:00 PM to 9:15 PM,2,1.0,3.3,2.9699999999999998
Weekday,Tue,Capitol Heights,Grosvenor-Strathmore,AM Peak,7:00 AM to 7:15 AM,1,1.0,6.0,5.4
Weekday,Tue,Van Dorn Street,Suitland,Evening,7:30 PM to 7:45 PM,1,1.0,5.9,5.3100000000000005
Weekday,Tue,Archives-Navy Memorial-Penn Quarter,Crystal City,Midday,2:30 PM to 2:45 PM,8,1.0,2.45,2.205
Weekday,Tue,West Hyattsville,Metro Center,AM Peak,5:00 AM to 5:15 AM,8,1.0,3.25,2.925
Weekday,Thu,Congress Heights,L'Enfant Plaza,Midday,11:00 AM to 11:15 AM,1,1.0,2.45,2.205
Weekday,Thu,Georgia Ave-Petworth,Court House,Midday,12:30 PM to 12:45 PM,1,1.0,3.25,2.925
Weekday,Thu,Farragut North,Southern Avenue,AM Peak,6:00 AM to 6:15 AM,1,1.0,3.3,2.9699999999999998
Weekday,Thu,Archives-Navy Memorial-Penn Quarter,Addison Road-Seat Pleasant,Midday,1:00 PM to 1:15 PM,1,1.0,3.7,3.33
Weekday,Mon,Vienna/Fairfax-GMU,Greenbelt,PM Peak,3:15 PM to 3:30 PM,1,1.0,6.0,5.4
Sunday,Sun,Grosvenor-Strathmore,Tenleytown-AU,AM Peak,9:00 AM to 9:15 AM,1,1.0,3.15,2.835
Saturday,Sat,Archives-Navy Memorial-Penn Quarter,Landover,PM Peak,4:15 PM to 4:30 PM,2,1.0,3.95,3.555
Weekday,Thu,Largo Town Center,Gallery Pl-Chinatown,AM Peak,5:45 AM to 6:00 AM,1,1.0,4.55,4.095
Saturday Holiday,Mon,Prince George's Plaza,Navy Yard-Ballpark,AM Peak,7:15 AM to 7:30 AM,1,1.0,3.95,3.555
Saturday Holiday,Mon,Smithsonian,Capitol South,AM Peak,6:15 AM to 6:30 AM,1,1.0,2.25,2.025
Saturday Holiday,Mon,Smithsonian,Eisenhower Avenue,PM Peak,3:45 PM to 4:00 PM,3,1.0,3.75,3.375
Saturday Holiday,Mon,Naylor Road,Congress Heights,PM Peak,6:15 PM to 6:30 PM,2,1.0,2.25,2.025
Saturday,Sat,Metro Center,Tenleytown-AU,Midday,12:00 PM to 12:15 PM,3,1.0,2.8,2.52
Weekday,Fri,Takoma,Foggy Bottom-GWU,PM Peak,5:00 PM to 5:15 PM,2,1.0,3.5,3.15
Sunday,Sun,Union Station,Suitland,PM Peak,3:30 PM to 3:45 PM,1,1.0,3.65,3.285
Weekday,Fri,Takoma,Georgia Ave-Petworth,PM Peak,4:15 PM to 4:30 PM,2,1.0,2.3,2.07
Weekday,Mon,Capitol South,Van Ness-UDC,PM Peak,6:00 PM to 6:15 PM,3,1.0,3.05,2.7449999999999997
Weekday,Mon,Gallery Pl-Chinatown,Shaw-Howard U,Evening,8:45 PM to 9:00 PM,8,1.0,2.25,2.025
Weekday,Mon,McPherson Square,Potomac Ave,PM Peak,3:45 PM to 4:00 PM,3,1.0,2.35,2.115
Weekday,Wed,Farragut West,Stadium-Armory,PM Peak,5:45 PM to 6:00 PM,13,2.0,2.65,2.12
Weekday,Wed,Federal Triangle,Morgan Boulevard,Midday,2:15 PM to 2:30 PM,1,1.0,4.2,3.7800000000000002
Weekday,Wed,Vienna/Fairfax-GMU,Metro Center,AM Peak,8:00 AM to 8:15 AM,62,3.0,5.55,3.885
Weekday,Fri,Medical Center,Tenleytown-AU,Midday,12:00 PM to 12:15 PM,1,1.0,2.45,2.205
Saturday Holiday,Mon,Grosvenor-Strathmore,Dupont Circle,Midday,11:45 AM to 12:00 PM,2,1.0,4.15,3.7350000000000003
Weekday,Thu,U Street/African-Amer Civil War Memorial/Cardozo,Union Station,Midday,12:00 PM to 12:15 PM,2,1.0,2.25,2.025
Weekday,Fri,Tenleytown-AU,Bethesda,Midday,2:45 PM to 3:00 PM,6,1.0,2.25,2.025
Weekday,Thu,Farragut West,Court House,AM Peak,6:15 AM to 6:30 AM,2,1.0,2.25,2.025
Weekday,Wed,East Falls Church,McPherson Square,Midday,10:00 AM to 10:15 AM,6,1.0,3.55,3.195
Saturday Holiday,Mon,Van Ness-UDC,Clarendon,PM Peak,4:00 PM to 4:15 PM,2,1.0,3.3,2.9699999999999998
Saturday,Sat,Minnesota Ave,Foggy Bottom-GWU,PM Peak,4:45 PM to 5:00 PM,2,1.0,3.35,3.015
Sunday,Sun,Georgia Ave-Petworth,Potomac Ave,Midday,11:30 AM to 11:45 AM,1,1.0,3.0,2.7
Saturday,Sat,Farragut West,Crystal City,Midday,10:15 AM to 10:30 AM,1,1.0,2.65,2.385
Saturday,Sat,U Street/African-Amer Civil War Memorial/Cardozo,Metro Center,Midday,1:45 PM to 2:00 PM,2,1.0,2.25,2.025
Weekday,Fri,L'Enfant Plaza,Waterfront,Midday,11:00 AM to 11:15 AM,1,1.0,2.25,2.025
Weekday,Fri,Clarendon,Van Ness-UDC,Evening,10:30 PM to 10:45 PM,1,1.0,3.3,2.9699999999999998
Saturday,Sat,Tenleytown-AU,Gallery Pl-Chinatown,PM Peak,5:30 PM to 5:45 PM,6,1.0,2.9,2.61
Saturday Holiday,Mon,McPherson Square,Smithsonian,Midday,11:15 AM to 11:30 AM,7,1.0,2.25,2.025
Sunday,Sun,Huntington,New Carrollton,Midday,12:00 PM to 12:15 PM,2,1.0,6.0,5.4
Saturday,Sat,College Park-U of Md,Dupont Circle,PM Peak,6:00 PM to 6:15 PM,8,1.0,4.3,3.8699999999999997
Sunday,Sun,West Hyattsville,Brookland-CUA,PM Peak,4:00 PM to 4:15 PM,1,1.0,2.25,2.025
Weekday,Fri,Van Ness-UDC,Clarendon,Evening,11:45 PM to 12:00 AM,1,1.0,3.3,2.9699999999999998
Weekday,Fri,Cleveland Park,Smithsonian,Midday,1:15 PM to 1:30 PM,1,1.0,2.5,2.25
Weekday,Fri,Mt Vernon Sq 7th St-Convention Center,Minnesota Ave,Midday,1:45 PM to 2:00 PM,1,1.0,2.95,2.6550000000000002
Sunday,Sun,Tenleytown-AU,Smithsonian,PM Peak,3:45 PM to 4:00 PM,2,1.0,3.0,2.7
Sunday,Sun,Eastern Market,Wiehle-Reston East,PM Peak,3:00 PM to 3:15 PM,2,1.0,6.0,5.4
Weekday,Wed,Greenbelt,Greenbelt,AM Peak,7:15 AM to 7:30 AM,1,1.0,,
Weekday,Wed,Van Dorn Street,Franconia-Springfield,AM Peak,8:15 AM to 8:30 AM,4,1.0,2.35,2.115
Weekday,Wed,NoMa-Gallaudet U,Rhode Island Ave-Brentwood,Midday,1:45 PM to 2:00 PM,2,1.0,2.25,2.025
Weekday,Wed,Shady Grove,Medical Center,PM Peak,5:00 PM to 5:15 PM,3,1.0,4.2,3.7800000000000002
Weekday,Wed,Twinbrook,Southern Avenue,AM Peak,5:00 AM to 5:15 AM,1,1.0,6.0,5.4
Weekday,Wed,Friendship Heights,Foggy Bottom-GWU,PM Peak,5:30 PM to 5:45 PM,1,1.0,3.15,2.835
Weekday,Wed,Potomac Ave,Silver Spring,PM Peak,6:15 PM to 6:30 PM,2,1.0,4.3,3.8699999999999997
Weekday,Fri,Largo Town Center,Brookland-CUA,AM Peak,6:45 AM to 7:00 AM,2,1.0,4.9,4.41
Weekday,Wed,Dunn Loring-Merrifield,Prince George's Plaza,PM Peak,4:30 PM to 4:45 PM,1,1.0,6.0,5.4
Saturday,Sat,Prince George's Plaza,Minnesota Ave,Evening,8:00 PM to 8:15 PM,1,1.0,4.15,3.7350000000000003
Weekday,Fri,McPherson Square,Benning Road,Late Night Peak,2:30 AM to 2:45 AM,1,1.0,3.25,2.925
Weekday,Mon,McPherson Square,L'Enfant Plaza,Evening,7:00 PM to 7:15 PM,1,1.0,2.25,2.025
Saturday,Sat,Fort Totten,Twinbrook,PM Peak,4:30 PM to 4:45 PM,1,1.0,5.6,5.04
Saturday,Sat,Silver Spring,Wiehle-Reston East,Midday,10:30 AM to 10:45 AM,2,1.0,6.0,5.4
Sunday,Sun,Columbia Heights,Crystal City,PM Peak,3:00 PM to 3:15 PM,1,1.0,3.2,2.88
Saturday,Sat,Glenmont,Wiehle-Reston East,AM Peak,7:30 AM to 7:45 AM,1,1.0,6.0,5.4
Weekday,Tue,Metro Center,Van Dorn Street,Evening,10:45 PM to 11:00 PM,4,1.0,4.6,4.14
Weekday,Tue,Gallery Pl-Chinatown,Columbia Heights,AM Peak,7:30 AM to 7:45 AM,3,1.0,2.25,2.025
Weekday,Fri,Van Ness-UDC,Landover,PM Peak,5:00 PM to 5:15 PM,1,1.0,4.8,4.32
Weekday,Wed,Court House,Metro Center,AM Peak,6:30 AM to 6:45 AM,6,1.0,2.4,2.16
Weekday,Wed,Potomac Ave,Judiciary Square,Midday,9:30 AM to 9:45 AM,2,1.0,2.25,2.025
Weekday,Wed,Rockville,Columbia Heights,AM Peak,6:00 AM to 6:15 AM,1,1.0,5.85,5.265
Sunday,Sun,Rhode Island Ave-Brentwood,Dupont Circle,PM Peak,5:30 PM to 5:45 PM,1,1.0,2.4,2.16
Weekday,Fri,Gallery Pl-Chinatown,Shady Grove,Midday,1:45 PM to 2:00 PM,5,1.0,6.0,5.4
Sunday,Sun,Clarendon,Wiehle-Reston East,Midday,12:30 PM to 12:45 PM,1,1.0,5.8,5.22
Weekday,Fri,Crystal City,Georgia Ave-Petworth,PM Peak,4:45 PM to 5:00 PM,2,1.0,3.45,3.105
Saturday,Sat,Van Ness-UDC,Cleveland Park,Midday,2:45 PM to 3:00 PM,1,1.0,2.25,2.025
Weekday,Fri,Fort Totten,King St-Old Town,AM Peak,6:30 AM to 6:45 AM,2,1.0,5.0,4.5
Weekday,Wed,Eastern Market,Gallery Pl-Chinatown,PM Peak,6:15 PM to 6:30 PM,7,1.0,2.25,2.025
Weekday,Wed,L'Enfant Plaza,Foggy Bottom-GWU,Midday,2:00 PM to 2:15 PM,3,1.0,2.25,2.025
Weekday,Wed,Ballston-MU,Tenleytown-AU,Midday,2:00 PM to 2:15 PM,1,1.0,3.7,3.33
Weekday,Tue,Columbia Heights,Ballston-MU,Evening,8:15 PM to 8:30 PM,1,1.0,3.45,3.105
