ENTSTATION,EXTSTATION,Fare
Largo Town Center,Arlington Cemetery,5.25
Largo Town Center,Mt Vernon Sq 7th St-Convention Center,4.6
Largo Town Center,Pentagon,5.05
Largo Town Center,Branch Ave,5.3
Largo Town Center,Potomac Ave,3.85
Largo Town Center,Union Station,4.6
Largo Town Center,College Park-U of Md,5.65
Largo Town Center,Forest Glen,6.0
Largo Town Center,Anacostia,4.65
Largo Town Center,Vienna/Fairfax-GMU,6.0
Largo Town Center,U Street/African-Amer Civil War Memorial/Cardozo,4.8
Largo Town Center,Glenmont,6.0
Largo Town Center,Franconia-Springfield,6.0
Largo Town Center,L'Enfant Plaza,4.4
Largo Town Center,Navy Yard-Ballpark,4.5
Largo Town Center,Clarendon,5.75
Largo Town Center,Greenbelt,6.0
Largo Town Center,NoMa-Gallaudet U,4.65
Largo Town Center,McLean,6.0
Largo Town Center,Woodley Park-Zoo/Adams Morgan,5.2
Largo Town Center,Shaw-Howard U,4.7
Largo Town Center,Federal Triangle,4.6
Largo Town Center,Tysons Corner,6.0
Largo Town Center,Federal Center SW,4.35
Largo Town Center,New Carrollton,4.25
Largo Town Center,Friendship Heights,6.0
Largo Town Center,Huntington,6.0
Largo Town Center,King St-Old Town,6.0
Largo Town Center,Crystal City,5.2
Largo Town Center,White Flint,6.0
Largo Town Center,Takoma,5.7
Largo Town Center,Smithsonian,4.55
Largo Town Center,Bethesda,6.0
Largo Town Center,Shady Grove,6.0
Largo Town Center,Prince George's Plaza,5.4
Largo Town Center,Dunn Loring-Merrifield,6.0
Largo Town Center,Judiciary Square,4.55
Largo Town Center,Stadium-Armory,3.7
Largo Town Center,Gallery Pl-Chinatown,4.55
Largo Town Center,Brookland-CUA,4.9
Largo Town Center,Eastern Market,4.0
Largo Town Center,Van Ness-UDC,5.5
Largo Town Center,Capitol Heights,2.5
Largo Town Center,Rockville,6.0
Largo Town Center,Greensboro,6.0
Largo Town Center,Rhode Island Ave-Brentwood,4.75
Largo Town Center,Fort Totten,5.2
Largo Town Center,West Falls Church-VT/UVA,6.0
Largo Town Center,Columbia Heights,5.0
Largo Town Center,Suitland,5.0
Largo Town Center,Eisenhower Avenue,6.0
Largo Town Center,Foggy Bottom-GWU,5.0
Largo Town Center,Ballston-MU,6.0
Largo Town Center,Pentagon City,5.15
Largo Town Center,Metro Center,4.65
Largo Town Center,Morgan Boulevard,2.25
Largo Town Center,Wheaton,6.0
Largo Town Center,Virginia Square-GMU,5.9
Largo Town Center,Addison Road-Seat Pleasant,2.25
Largo Town Center,Tenleytown-AU,5.8
Largo Town Center,Deanwood,3.8
Largo Town Center,Medical Center,6.0
Largo Town Center,Georgia Ave-Petworth,5.1
Largo Town Center,Dupont Circle,4.95
Largo Town Center,McPherson Square,4.75
Largo Town Center,Landover,4.0
Largo Town Center,Spring Hill,6.0
Largo Town Center,Ronald Reagan Washington National Airport,5.25
Largo Town Center,Benning Road,3.0
Largo Town Center,Farragut West,4.85
Largo Town Center,Twinbrook,6.0
Largo Town Center,Wiehle-Reston East,6.0
Largo Town Center,Cheverly,3.8
U Street/African-Amer Civil War Memorial/Cardozo,Silver Spring,3.25
U Street/African-Amer Civil War Memorial/Cardozo,Rosslyn,2.45
U Street/African-Amer Civil War Memorial/Cardozo,Farragut North,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Southern Avenue,3.4
U Street/African-Amer Civil War Memorial/Cardozo,West Hyattsville,2.8
U Street/African-Amer Civil War Memorial/Cardozo,Congress Heights,3.2
U Street/African-Amer Civil War Memorial/Cardozo,Archives-Navy Memorial-Penn Quarter,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Waterfront,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Grosvenor-Strathmore,4.55
U Street/African-Amer Civil War Memorial/Cardozo,Minnesota Ave,3.2
U Street/African-Amer Civil War Memorial/Cardozo,Braddock Road,3.95
U Street/African-Amer Civil War Memorial/Cardozo,East Falls Church,3.95
U Street/African-Amer Civil War Memorial/Cardozo,Capitol South,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Naylor Road,3.6
U Street/African-Amer Civil War Memorial/Cardozo,Van Dorn Street,4.95
U Street/African-Amer Civil War Memorial/Cardozo,Cleveland Park,2.4
U Street/African-Amer Civil War Memorial/Cardozo,Court House,2.8
U Street/African-Amer Civil War Memorial/Cardozo,Arlington Cemetery,2.65
U Street/African-Amer Civil War Memorial/Cardozo,Mt Vernon Sq 7th St-Convention Center,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Pentagon,2.65
U Street/African-Amer Civil War Memorial/Cardozo,Branch Ave,4.45
U Street/African-Amer Civil War Memorial/Cardozo,Potomac Ave,2.55
U Street/African-Amer Civil War Memorial/Cardozo,Union Station,2.25
U Street/African-Amer Civil War Memorial/Cardozo,College Park-U of Md,3.7
U Street/African-Amer Civil War Memorial/Cardozo,Forest Glen,3.7
U Street/African-Amer Civil War Memorial/Cardozo,Anacostia,2.75
U Street/African-Amer Civil War Memorial/Cardozo,Vienna/Fairfax-GMU,5.85
U Street/African-Amer Civil War Memorial/Cardozo,Largo Town Center,4.8
U Street/African-Amer Civil War Memorial/Cardozo,Glenmont,4.65
U Street/African-Amer Civil War Memorial/Cardozo,Franconia-Springfield,5.9
U Street/African-Amer Civil War Memorial/Cardozo,L'Enfant Plaza,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Navy Yard-Ballpark,2.4
U Street/African-Amer Civil War Memorial/Cardozo,Clarendon,2.95
U Street/African-Amer Civil War Memorial/Cardozo,Greenbelt,4.4
U Street/African-Amer Civil War Memorial/Cardozo,NoMa-Gallaudet U,2.25
U Street/African-Amer Civil War Memorial/Cardozo,McLean,5.0
U Street/African-Amer Civil War Memorial/Cardozo,Woodley Park-Zoo/Adams Morgan,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Shaw-Howard U,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Federal Triangle,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Tysons Corner,5.15
U Street/African-Amer Civil War Memorial/Cardozo,Federal Center SW,2.25
U Street/African-Amer Civil War Memorial/Cardozo,New Carrollton,4.55
U Street/African-Amer Civil War Memorial/Cardozo,Friendship Heights,3.2
U Street/African-Amer Civil War Memorial/Cardozo,Huntington,4.45
U Street/African-Amer Civil War Memorial/Cardozo,King St-Old Town,4.1
U Street/African-Amer Civil War Memorial/Cardozo,Crystal City,2.95
U Street/African-Amer Civil War Memorial/Cardozo,White Flint,4.95
U Street/African-Amer Civil War Memorial/Cardozo,Takoma,2.8
U Street/African-Amer Civil War Memorial/Cardozo,Smithsonian,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Bethesda,3.65
U Street/African-Amer Civil War Memorial/Cardozo,Shady Grove,6.0
U Street/African-Amer Civil War Memorial/Cardozo,Prince George's Plaza,3.2
U Street/African-Amer Civil War Memorial/Cardozo,Dunn Loring-Merrifield,5.1
U Street/African-Amer Civil War Memorial/Cardozo,Judiciary Square,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Stadium-Armory,2.65
U Street/African-Amer Civil War Memorial/Cardozo,Gallery Pl-Chinatown,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Brookland-CUA,2.4
U Street/African-Amer Civil War Memorial/Cardozo,Eastern Market,2.35
U Street/African-Amer Civil War Memorial/Cardozo,Van Ness-UDC,2.6
U Street/African-Amer Civil War Memorial/Cardozo,Capitol Heights,3.75
U Street/African-Amer Civil War Memorial/Cardozo,Rockville,5.85
U Street/African-Amer Civil War Memorial/Cardozo,Greensboro,5.35
U Street/African-Amer Civil War Memorial/Cardozo,Rhode Island Ave-Brentwood,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Fort Totten,2.25
U Street/African-Amer Civil War Memorial/Cardozo,West Falls Church-VT/UVA,4.45
U Street/African-Amer Civil War Memorial/Cardozo,Columbia Heights,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Suitland,4.0
U Street/African-Amer Civil War Memorial/Cardozo,Eisenhower Avenue,4.3
U Street/African-Amer Civil War Memorial/Cardozo,Foggy Bottom-GWU,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Ballston-MU,3.3
U Street/African-Amer Civil War Memorial/Cardozo,Pentagon City,2.85
U Street/African-Amer Civil War Memorial/Cardozo,Metro Center,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Morgan Boulevard,4.45
U Street/African-Amer Civil War Memorial/Cardozo,Wheaton,4.15
U Street/African-Amer Civil War Memorial/Cardozo,Virginia Square-GMU,3.1
U Street/African-Amer Civil War Memorial/Cardozo,Addison Road-Seat Pleasant,4.05
U Street/African-Amer Civil War Memorial/Cardozo,Tenleytown-AU,2.95
U Street/African-Amer Civil War Memorial/Cardozo,Deanwood,3.4
U Street/African-Amer Civil War Memorial/Cardozo,Medical Center,3.95
U Street/African-Amer Civil War Memorial/Cardozo,Georgia Ave-Petworth,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Dupont Circle,2.25
U Street/African-Amer Civil War Memorial/Cardozo,McPherson Square,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Landover,4.2
U Street/African-Amer Civil War Memorial/Cardozo,Spring Hill,5.55
U Street/African-Amer Civil War Memorial/Cardozo,Ronald Reagan Washington National Airport,3.1
U Street/African-Amer Civil War Memorial/Cardozo,Benning Road,3.35
U Street/African-Amer Civil War Memorial/Cardozo,Farragut West,2.25
U Street/African-Amer Civil War Memorial/Cardozo,Twinbrook,5.3
U Street/African-Amer Civil War Memorial/Cardozo,Wiehle-Reston East,6.0
U Street/African-Amer Civil War Memorial/Cardozo,Cheverly,3.7
Glenmont,Silver Spring,2.9
Glenmont,Rosslyn,5.5
Glenmont,Farragut North,5.15
Glenmont,Southern Avenue,6.0
Glenmont,West Hyattsville,4.25
Glenmont,Congress Heights,6.0
Glenmont,Archives-Navy Memorial-Penn Quarter,5.15
Glenmont,Waterfront,5.5
Glenmont,Grosvenor-Strathmore,5.5
Glenmont,Minnesota Ave,6.0
Glenmont,Braddock Road,6.0
Glenmont,East Falls Church,6.0
Glenmont,Capitol South,5.45
Glenmont,Naylor Road,6.0
Glenmont,Van Dorn Street,6.0
Glenmont,Cleveland Park,5.15
Glenmont,Court House,5.7
Glenmont,Arlington Cemetery,5.75
Glenmont,Mt Vernon Sq 7th St-Convention Center,4.9
Glenmont,Pentagon,5.8
Glenmont,Branch Ave,6.0
Glenmont,Potomac Ave,5.7
Glenmont,Union Station,4.95
Glenmont,College Park-U of Md,4.75
Glenmont,Forest Glen,2.35
Glenmont,Anacostia,5.95
Glenmont,Vienna/Fairfax-GMU,6.0
Glenmont,Largo Town Center,6.0
Glenmont,U Street/African-Amer Civil War Memorial/Cardozo,4.65
Glenmont,Franconia-Springfield,6.0
Glenmont,L'Enfant Plaza,5.3
Glenmont,Navy Yard-Ballpark,5.65
Glenmont,Clarendon,5.85
Glenmont,Greenbelt,5.0
Glenmont,NoMa-Gallaudet U,4.75
Glenmont,McLean,6.0
Glenmont,Woodley Park-Zoo/Adams Morgan,5.15
Glenmont,Shaw-Howard U,4.75
Glenmont,Federal Triangle,5.15
Glenmont,Tysons Corner,6.0
Glenmont,Federal Center SW,5.35
Glenmont,New Carrollton,6.0
Glenmont,Friendship Heights,5.3
Glenmont,Huntington,6.0
Glenmont,King St-Old Town,6.0
Glenmont,Crystal City,6.0
Glenmont,White Flint,5.7
Glenmont,Takoma,3.35
Glenmont,Smithsonian,5.3
Glenmont,Bethesda,5.35
Glenmont,Shady Grove,6.0
Glenmont,Prince George's Plaza,4.4
Glenmont,Dunn Loring-Merrifield,6.0
Glenmont,Judiciary Square,5.05
Glenmont,Stadium-Armory,5.75
Glenmont,Gallery Pl-Chinatown,5.05
Glenmont,Brookland-CUA,4.25
Glenmont,Eastern Market,5.55
Glenmont,Van Ness-UDC,5.2
Glenmont,Capitol Heights,6.0
Glenmont,Rockville,6.0
Glenmont,Greensboro,6.0
Glenmont,Rhode Island Ave-Brentwood,4.5
Glenmont,Fort Totten,3.85
Glenmont,West Falls Church-VT/UVA,6.0
Glenmont,Columbia Heights,4.4
Glenmont,Suitland,6.0
Glenmont,Eisenhower Avenue,6.0
Glenmont,Foggy Bottom-GWU,5.25
Glenmont,Ballston-MU,6.0
Glenmont,Pentagon City,5.95
Glenmont,Metro Center,5.1
Glenmont,Morgan Boulevard,6.0
Glenmont,Wheaton,2.25
Glenmont,Virginia Square-GMU,5.95
Glenmont,Addison Road-Seat Pleasant,6.0
Glenmont,Tenleytown-AU,5.3
Glenmont,Deanwood,6.0
Glenmont,Medical Center,5.4
Glenmont,Georgia Ave-Petworth,4.2
Glenmont,Dupont Circle,5.15
Glenmont,McPherson Square,5.1
Glenmont,Landover,6.0
Glenmont,Spring Hill,6.0
Glenmont,Ronald Reagan Washington National Airport,6.0
Glenmont,Benning Road,6.0
Glenmont,Farragut West,5.15
Glenmont,Twinbrook,5.9
Glenmont,Wiehle-Reston East,6.0
Glenmont,Cheverly,6.0
Franconia-Springfield,Silver Spring,6.0
Franconia-Springfield,Rosslyn,5.2
Franconia-Springfield,Farragut North,5.65
Franconia-Springfield,Southern Avenue,6.0
Franconia-Springfield,West Hyattsville,6.0
Franconia-Springfield,Congress Heights,5.85
Franconia-Springfield,Archives-Navy Memorial-Penn Quarter,5.5
Franconia-Springfield,Waterfront,5.4
Franconia-Springfield,Grosvenor-Strathmore,6.0
Franconia-Springfield,Minnesota Ave,6.0
Franconia-Springfield,Braddock Road,3.65
Franconia-Springfield,East Falls Church,5.6
Franconia-Springfield,Capitol South,5.55
Franconia-Springfield,Naylor Road,6.0
Franconia-Springfield,Van Dorn Street,2.35
Franconia-Springfield,Cleveland Park,6.0
Franconia-Springfield,Court House,5.25
Franconia-Springfield,Arlington Cemetery,5.0
Franconia-Springfield,Mt Vernon Sq 7th St-Convention Center,5.7
Franconia-Springfield,Pentagon,4.7
Franconia-Springfield,Branch Ave,6.0
Franconia-Springfield,Potomac Ave,5.8
Franconia-Springfield,Union Station,5.8
Franconia-Springfield,College Park-U of Md,6.0
Franconia-Springfield,Forest Glen,6.0
Franconia-Springfield,Anacostia,5.7
Franconia-Springfield,Vienna/Fairfax-GMU,6.0
Franconia-Springfield,Largo Town Center,6.0
Franconia-Springfield,U Street/African-Amer Civil War Memorial/Cardozo,5.9
Franconia-Springfield,Glenmont,6.0
Franconia-Springfield,L'Enfant Plaza,5.35
Franconia-Springfield,Navy Yard-Ballpark,5.6
Franconia-Springfield,Clarendon,5.25
Franconia-Springfield,Greenbelt,6.0
Franconia-Springfield,NoMa-Gallaudet U,5.95
Franconia-Springfield,McLean,6.0
Franconia-Springfield,Woodley Park-Zoo/Adams Morgan,6.0
Franconia-Springfield,Shaw-Howard U,5.85
Franconia-Springfield,Federal Triangle,5.5
Franconia-Springfield,Tysons Corner,6.0
Franconia-Springfield,Federal Center SW,5.4
Franconia-Springfield,New Carrollton,6.0
Franconia-Springfield,Friendship Heights,6.0
Franconia-Springfield,Huntington,3.5
Franconia-Springfield,King St-Old Town,3.5
Franconia-Springfield,Crystal City,4.45
Franconia-Springfield,White Flint,6.0
Franconia-Springfield,Takoma,6.0
Franconia-Springfield,Smithsonian,5.4
Franconia-Springfield,Bethesda,6.0
Franconia-Springfield,Shady Grove,6.0
Franconia-Springfield,Prince George's Plaza,6.0
Franconia-Springfield,Dunn Loring-Merrifield,6.0
Franconia-Springfield,Judiciary Square,5.65
Franconia-Springfield,Stadium-Armory,6.0
Franconia-Springfield,Gallery Pl-Chinatown,5.55
Franconia-Springfield,Brookland-CUA,6.0
Franconia-Springfield,Eastern Market,5.7
Franconia-Springfield,Van Ness-UDC,6.0
Franconia-Springfield,Capitol Heights,6.0
Franconia-Springfield,Rockville,6.0
Franconia-Springfield,Greensboro,6.0
Franconia-Springfield,Rhode Island Ave-Brentwood,6.0
Franconia-Springfield,Fort Totten,6.0
Franconia-Springfield,West Falls Church-VT/UVA,6.0
Franconia-Springfield,Columbia Heights,6.0
Franconia-Springfield,Suitland,6.0
Franconia-Springfield,Eisenhower Avenue,3.5
Franconia-Springfield,Foggy Bottom-GWU,5.5
Franconia-Springfield,Ballston-MU,5.3
Franconia-Springfield,Pentagon City,4.55
Franconia-Springfield,Metro Center,5.55
Franconia-Springfield,Morgan Boulevard,6.0
Franconia-Springfield,Wheaton,6.0
Franconia-Springfield,Virginia Square-GMU,5.25
Franconia-Springfield,Addison Road-Seat Pleasant,6.0
Franconia-Springfield,Tenleytown-AU,6.0
Franconia-Springfield,Deanwood,6.0
Franconia-Springfield,Medical Center,6.0
Franconia-Springfield,Georgia Ave-Petworth,6.0
Franconia-Springfield,Dupont Circle,5.8
Franconia-Springfield,McPherson Square,5.65
Franconia-Springfield,Landover,6.0
Franconia-Springfield,Spring Hill,6.0
Franconia-Springfield,Ronald Reagan Washington National Airport,4.4
Franconia-Springfield,Benning Road,6.0
Franconia-Springfield,Farragut West,5.65
Franconia-Springfield,Twinbrook,6.0
Franconia-Springfield,Wiehle-Reston East,6.0
Franconia-Springfield,Cheverly,6.0
L'Enfant Plaza,Silver Spring,3.9
L'Enfant Plaza,Rosslyn,2.35
L'Enfant Plaza,Farragut North,2.25
L'Enfant Plaza,Southern Avenue,2.7
L'Enfant Plaza,West Hyattsville,3.45
L'Enfant Plaza,Congress Heights,2.45
L'Enfant Plaza,Archives-Navy Memorial-Penn Quarter,2.25
L'Enfant Plaza,Waterfront,2.25
L'Enfant Plaza,Grosvenor-Strathmore,4.8
L'Enfant Plaza,Minnesota Ave,2.75
L'Enfant Plaza,Braddock Road,3.3
L'Enfant Plaza,East Falls Church,3.85
L'Enfant Plaza,Capitol South,2.25
L'Enfant Plaza,Naylor Road,2.95
L'Enfant Plaza,Van Dorn Street,4.4
L'Enfant Plaza,Cleveland Park,2.65
L'Enfant Plaza,Court House,2.65
L'Enfant Plaza,Arlington Cemetery,2.25
L'Enfant Plaza,Mt Vernon Sq 7th St-Convention Center,2.25
L'Enfant Plaza,Pentagon,2.25
L'Enfant Plaza,Branch Ave,3.9
L'Enfant Plaza,Potomac Ave,2.25
L'Enfant Plaza,Union Station,2.25
L'Enfant Plaza,College Park-U of Md,4.25
L'Enfant Plaza,Forest Glen,4.35
L'Enfant Plaza,Anacostia,2.25
L'Enfant Plaza,Vienna/Fairfax-GMU,5.75
L'Enfant Plaza,Largo Town Center,4.4
L'Enfant Plaza,U Street/African-Amer Civil War Memorial/Cardozo,2.25
L'Enfant Plaza,Glenmont,5.3
L'Enfant Plaza,Franconia-Springfield,5.35
L'Enfant Plaza,Navy Yard-Ballpark,2.25
L'Enfant Plaza,Clarendon,2.8
L'Enfant Plaza,Greenbelt,4.95
L'Enfant Plaza,NoMa-Gallaudet U,2.25
L'Enfant Plaza,McLean,5.0
L'Enfant Plaza,Woodley Park-Zoo/Adams Morgan,2.4
L'Enfant Plaza,Shaw-Howard U,2.25
L'Enfant Plaza,Federal Triangle,2.25
L'Enfant Plaza,Tysons Corner,5.15
L'Enfant Plaza,Federal Center SW,2.25
L'Enfant Plaza,New Carrollton,4.3
L'Enfant Plaza,Friendship Heights,3.4
L'Enfant Plaza,Huntington,3.8
L'Enfant Plaza,King St-Old Town,3.5
L'Enfant Plaza,Crystal City,2.25
L'Enfant Plaza,White Flint,5.2
L'Enfant Plaza,Takoma,3.5
L'Enfant Plaza,Smithsonian,2.25
L'Enfant Plaza,Bethesda,3.85
L'Enfant Plaza,Shady Grove,6.0
L'Enfant Plaza,Prince George's Plaza,3.75
L'Enfant Plaza,Dunn Loring-Merrifield,5.05
L'Enfant Plaza,Judiciary Square,2.25
L'Enfant Plaza,Stadium-Armory,2.25
L'Enfant Plaza,Gallery Pl-Chinatown,2.25
L'Enfant Plaza,Brookland-CUA,2.6
L'Enfant Plaza,Eastern Market,2.25
L'Enfant Plaza,Van Ness-UDC,2.85
L'Enfant Plaza,Capitol Heights,3.35
L'Enfant Plaza,Rockville,6.0
L'Enfant Plaza,Greensboro,5.35
L'Enfant Plaza,Rhode Island Ave-Brentwood,2.35
L'Enfant Plaza,Fort Totten,3.0
L'Enfant Plaza,West Falls Church-VT/UVA,4.4
L'Enfant Plaza,Columbia Heights,2.3
L'Enfant Plaza,Suitland,3.4
L'Enfant Plaza,Eisenhower Avenue,3.65
L'Enfant Plaza,Foggy Bottom-GWU,2.25
L'Enfant Plaza,Ballston-MU,3.15
L'Enfant Plaza,Pentagon City,2.25
L'Enfant Plaza,Metro Center,2.25
L'Enfant Plaza,Morgan Boulevard,4.05
L'Enfant Plaza,Wheaton,4.8
L'Enfant Plaza,Virginia Square-GMU,2.95
L'Enfant Plaza,Addison Road-Seat Pleasant,3.6
L'Enfant Plaza,Tenleytown-AU,3.15
L'Enfant Plaza,Deanwood,3.0
L'Enfant Plaza,Medical Center,4.15
L'Enfant Plaza,Georgia Ave-Petworth,2.55
L'Enfant Plaza,Dupont Circle,2.25
L'Enfant Plaza,McPherson Square,2.25
L'Enfant Plaza,Landover,3.9
L'Enfant Plaza,Spring Hill,5.55
L'Enfant Plaza,Ronald Reagan Washington National Airport,2.35
L'Enfant Plaza,Benning Road,2.85
L'Enfant Plaza,Farragut West,2.25
L'Enfant Plaza,Twinbrook,5.5
L'Enfant Plaza,Wiehle-Reston East,6.0
L'Enfant Plaza,Cheverly,3.35
Navy Yard-Ballpark,Silver Spring,4.2
Navy Yard-Ballpark,Rosslyn,2.75
Navy Yard-Ballpark,Farragut North,2.25
Navy Yard-Ballpark,Southern Avenue,2.35
Navy Yard-Ballpark,West Hyattsville,3.65
Navy Yard-Ballpark,Congress Heights,2.25
Navy Yard-Ballpark,Archives-Navy Memorial-Penn Quarter,2.25
Navy Yard-Ballpark,Waterfront,2.25
Navy Yard-Ballpark,Grosvenor-Strathmore,5.1
Navy Yard-Ballpark,Minnesota Ave,2.85
Navy Yard-Ballpark,Braddock Road,3.45
Navy Yard-Ballpark,East Falls Church,4.2
Navy Yard-Ballpark,Capitol South,2.25
Navy Yard-Ballpark,Naylor Road,2.55
Navy Yard-Ballpark,Van Dorn Street,4.6
Navy Yard-Ballpark,Cleveland Park,3.0
Navy Yard-Ballpark,Court House,3.05
Navy Yard-Ballpark,Arlington Cemetery,2.6
Navy Yard-Ballpark,Mt Vernon Sq 7th St-Convention Center,2.25
Navy Yard-Ballpark,Pentagon,2.3
Navy Yard-Ballpark,Branch Ave,3.55
Navy Yard-Ballpark,Potomac Ave,2.25
Navy Yard-Ballpark,Union Station,2.25
Navy Yard-Ballpark,College Park-U of Md,4.45
Navy Yard-Ballpark,Forest Glen,4.65
Navy Yard-Ballpark,Anacostia,2.25
Navy Yard-Ballpark,Vienna/Fairfax-GMU,6.0
Navy Yard-Ballpark,Largo Town Center,4.5
Navy Yard-Ballpark,U Street/African-Amer Civil War Memorial/Cardozo,2.4
Navy Yard-Ballpark,Glenmont,5.65
Navy Yard-Ballpark,Franconia-Springfield,5.6
Navy Yard-Ballpark,L'Enfant Plaza,2.25
Navy Yard-Ballpark,Clarendon,3.2
Navy Yard-Ballpark,Greenbelt,5.15
Navy Yard-Ballpark,NoMa-Gallaudet U,2.25
Navy Yard-Ballpark,McLean,5.35
Navy Yard-Ballpark,Woodley Park-Zoo/Adams Morgan,2.8
Navy Yard-Ballpark,Shaw-Howard U,2.25
Navy Yard-Ballpark,Federal Triangle,2.25
Navy Yard-Ballpark,Tysons Corner,5.5
Navy Yard-Ballpark,Federal Center SW,2.25
Navy Yard-Ballpark,New Carrollton,4.45
Navy Yard-Ballpark,Friendship Heights,3.7
Navy Yard-Ballpark,Huntington,4.0
Navy Yard-Ballpark,King St-Old Town,3.65
Navy Yard-Ballpark,Crystal City,2.55
Navy Yard-Ballpark,White Flint,5.5
Navy Yard-Ballpark,Takoma,3.8
Navy Yard-Ballpark,Smithsonian,2.25
Navy Yard-Ballpark,Bethesda,4.2
Navy Yard-Ballpark,Shady Grove,6.0
